T,O,H,L,C,V,A,N,BV,BA
1500086400000,0.00003796,0.00003796,0.00003796,0.00003796,100.00000000,0.00379600,1,100.00000000,0.00379600
1500086460000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086520000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086580000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086640000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086700000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086760000,0.00003795,0.00003795,0.00003795,0.00003795,88.00000000,0.00333960,1,88.00000000,0.00333960
1500086820000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086880000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500086940000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087000000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087060000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087120000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087180000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087240000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087300000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087360000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087420000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087480000,0.00003795,0.00003795,0.00003795,0.00003795,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087540000,0.00003510,0.00003510,0.00003300,0.00003300,93047.00000000,3.20108822,17,0.00000000,0.00000000
1500087600000,0.00003280,0.00003280,0.00003180,0.00003180,74000.00000000,2.35661895,7,0.00000000,0.00000000
1500087660000,0.00003180,0.00003180,0.00003180,0.00003180,5539.00000000,0.17614020,2,0.00000000,0.00000000
1500087720000,0.00003180,0.00003180,0.00003180,0.00003180,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087780000,0.00003763,0.00003769,0.00003669,0.00003669,13453.00000000,0.50350885,7,7362.00000000,0.27739206
1500087840000,0.00003669,0.00003770,0.00003600,0.00003600,18547.00000000,0.68914883,6,9960.00000000,0.37543140
1500087900000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500087960000,0.00003600,0.00003600,0.00003600,0.00003600,4500.00000000,0.16200000,5,1719.00000000,0.06188400
1500088020000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088080000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088140000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088200000,0.00003600,0.00003600,0.00003600,0.00003600,50000.00000000,1.80000000,1,50000.00000000,1.80000000
1500088260000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088320000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088380000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088440000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088500000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088560000,0.00003562,0.00003562,0.00003538,0.00003538,8027.00000000,0.28518526,10,0.00000000,0.00000000
1500088620000,0.00003538,0.00003538,0.00003538,0.00003538,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088680000,0.00003538,0.00003538,0.00003538,0.00003538,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088740000,0.00003538,0.00003538,0.00003538,0.00003538,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088800000,0.00003538,0.00003538,0.00003538,0.00003538,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088860000,0.00003553,0.00003553,0.00003547,0.00003547,10000.00000000,0.35485935,4,0.00000000,0.00000000
1500088920000,0.00003547,0.00003547,0.00003547,0.00003547,0.00000000,0.00000000,0,0.00000000,0.00000000
1500088980000,0.00003547,0.00003547,0.00003547,0.00003547,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089040000,0.00003547,0.00003547,0.00003547,0.00003547,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089100000,0.00003547,0.00003547,0.00003547,0.00003547,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089160000,0.00003547,0.00003547,0.00003547,0.00003547,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089220000,0.00003547,0.00003547,0.00003547,0.00003547,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089280000,0.00003566,0.00003566,0.00003566,0.00003566,440.00000000,0.01569040,1,0.00000000,0.00000000
1500089340000,0.00003566,0.00003566,0.00003566,0.00003566,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089400000,0.00003566,0.00003566,0.00003566,0.00003566,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089460000,0.00003566,0.00003566,0.00003566,0.00003566,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089520000,0.00003566,0.00003566,0.00003566,0.00003566,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089580000,0.00003566,0.00003566,0.00003566,0.00003566,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089640000,0.00003566,0.00003566,0.00003566,0.00003566,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089700000,0.00003566,0.00003566,0.00003566,0.00003566,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089760000,0.00003566,0.00003566,0.00003566,0.00003566,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089820000,0.00003566,0.00003566,0.00003566,0.00003566,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089880000,0.00003566,0.00003566,0.00003566,0.00003566,0.00000000,0.00000000,0,0.00000000,0.00000000
1500089940000,0.00003566,0.00003566,0.00003566,0.00003566,0.00000000,0.00000000,0,0.00000000,0.00000000
1500090000000,0.00003794,0.00003796,0.00003794,0.00003796,6500.00000000,0.24666000,3,6500.00000000,0.24666000
1500090060000,0.00003797,0.00003797,0.00003564,0.00003564,45999.00000000,1.70879297,12,3000.00000000,0.11391000
1500090120000,0.00003564,0.00003564,0.00003564,0.00003564,0.00000000,0.00000000,0,0.00000000,0.00000000
1500090180000,0.00003564,0.00003564,0.00003564,0.00003564,0.00000000,0.00000000,0,0.00000000,0.00000000
1500090240000,0.00003564,0.00003564,0.00003564,0.00003564,0.00000000,0.00000000,0,0.00000000,0.00000000
1500090300000,0.00003700,0.00003700,0.00003700,0.00003700,10000.00000000,0.37000000,1,0.00000000,0.00000000
1500090360000,0.00003700,0.00003700,0.00003700,0.00003700,0.00000000,0.00000000,0,0.00000000,0.00000000
1500090420000,0.00003700,0.00003700,0.00003700,0.00003700,0.00000000,0.00000000,0,0.00000000,0.00000000
1500090480000,0.00003700,0.00003700,0.00003700,0.00003700,0.00000000,0.00000000,0,0.00000000,0.00000000
1500090540000,0.00003700,0.00003700,0.00003700,0.00003700,0.00000000,0.00000000,0,0.00000000,0.00000000
1500090600000,0.00003700,0.00003700,0.00003666,0.00003666,20000.00000000,0.73371000,3,8500.00000000,0.31161000
1500090660000,0.00003666,0.00003666,0.00003666,0.00003666,0.00000000,0.00000000,0,0.00000000,0.00000000
1500090720000,0.00003666,0.00003666,0.00003666,0.00003666,9708.00000000,0.35589528,1,9708.00000000,0.35589528
1500090780000,0.00003666,0.00003666,0.00003666,0.00003666,0.00000000,0.00000000,0,0.00000000,0.00000000
1500090840000,0.00003666,0.00003666,0.00003666,0.00003666,1013.00000000,0.03713658,1,1013.00000000,0.03713658
1500090900000,0.00003700,0.00003700,0.00003700,0.00003700,7593.00000000,0.28094100,2,1593.00000000,0.05894100
1500090960000,0.00003796,0.00003796,0.00003796,0.00003796,2655.00000000,0.10078380,2,2655.00000000,0.10078380
1500091020000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091080000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091140000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091200000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091260000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091320000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091380000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091440000,0.00003796,0.00003796,0.00003796,0.00003796,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091500000,0.00003700,0.00003700,0.00003700,0.00003700,4000.00000000,0.14800000,1,0.00000000,0.00000000
1500091560000,0.00003666,0.00003666,0.00003666,0.00003666,4746.00000000,0.17398836,1,0.00000000,0.00000000
1500091620000,0.00003666,0.00003666,0.00003666,0.00003666,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091680000,0.00003666,0.00003666,0.00003666,0.00003666,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091740000,0.00003666,0.00003666,0.00003666,0.00003666,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091800000,0.00003666,0.00003666,0.00003666,0.00003666,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091860000,0.00003666,0.00003666,0.00003666,0.00003666,0.00000000,0.00000000,0,0.00000000,0.00000000
1500091920000,0.00003666,0.00003666,0.00003666,0.00003666,5254.00000000,0.19261164,1,0.00000000,0.00000000
1500091980000,0.00003650,0.00003650,0.00003650,0.00003650,10000.00000000,0.36500000,1,0.00000000,0.00000000
1500092040000,0.00003650,0.00003650,0.00003650,0.00003650,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092100000,0.00003650,0.00003650,0.00003650,0.00003650,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092160000,0.00003650,0.00003650,0.00003650,0.00003650,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092220000,0.00003650,0.00003650,0.00003650,0.00003650,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092280000,0.00003600,0.00003600,0.00003600,0.00003600,2000.00000000,0.07200000,1,0.00000000,0.00000000
1500092340000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092400000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092460000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092520000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092580000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092640000,0.00003600,0.00003600,0.00003565,0.00003565,8752.00000000,0.31480880,2,0.00000000,0.00000000
1500092700000,0.00003565,0.00003565,0.00003565,0.00003565,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092760000,0.00003565,0.00003565,0.00003565,0.00003565,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092820000,0.00003565,0.00003565,0.00003565,0.00003565,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092880000,0.00003565,0.00003565,0.00003565,0.00003565,0.00000000,0.00000000,0,0.00000000,0.00000000
1500092940000,0.00003565,0.00003565,0.00003565,0.00003565,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093000000,0.00003565,0.00003565,0.00003565,0.00003565,133.00000000,0.00474145,1,0.00000000,0.00000000
1500093060000,0.00003565,0.00003565,0.00003565,0.00003565,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093120000,0.00003565,0.00003565,0.00003565,0.00003565,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093180000,0.00003565,0.00003565,0.00003565,0.00003565,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093240000,0.00003565,0.00003565,0.00003565,0.00003565,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093300000,0.00003565,0.00003565,0.00003565,0.00003565,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093360000,0.00003565,0.00003565,0.00003565,0.00003565,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093420000,0.00003787,0.00003790,0.00003787,0.00003790,17054.00000000,0.64622438,5,17054.00000000,0.64622438
1500093480000,0.00003565,0.00003790,0.00003565,0.00003790,86.00000000,0.00318965,2,55.00000000,0.00208450
1500093540000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093600000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093660000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093720000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093780000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093840000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093900000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500093960000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094020000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094080000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094140000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094200000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094260000,0.00003790,0.00003790,0.00003790,0.00003790,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094320000,0.00003652,0.00003652,0.00003650,0.00003650,9020.00000000,0.32927070,3,0.00000000,0.00000000
1500094380000,0.00003650,0.00003650,0.00003650,0.00003650,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094440000,0.00003604,0.00003604,0.00003600,0.00003600,10920.00000000,0.39345200,3,520.00000000,0.01872000
1500094500000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094560000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094620000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094680000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094740000,0.00003600,0.00003600,0.00003600,0.00003600,2500.00000000,0.09000000,1,2500.00000000,0.09000000
1500094800000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094860000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094920000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500094980000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095040000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095100000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095160000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095220000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095280000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095340000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095400000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095460000,0.00003600,0.00003600,0.00003600,0.00003600,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095520000,0.00003566,0.00003566,0.00003564,0.00003564,17501.00000000,0.62394597,5,0.00000000,0.00000000
1500095580000,0.00003564,0.00003564,0.00003564,0.00003564,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095640000,0.00003401,0.00003401,0.00003401,0.00003401,1533.00000000,0.05213733,1,0.00000000,0.00000000
1500095700000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095760000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095820000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095880000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500095940000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096000000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096060000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096120000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096180000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096240000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096300000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096360000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096420000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096480000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096540000,0.00003401,0.00003401,0.00003401,0.00003401,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096600000,0.00003578,0.00003578,0.00003578,0.00003578,200.00000000,0.00715600,1,0.00000000,0.00000000
1500096660000,0.00003578,0.00003578,0.00003578,0.00003578,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096720000,0.00003578,0.00003578,0.00003578,0.00003578,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096780000,0.00003578,0.00003578,0.00003578,0.00003578,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096840000,0.00003578,0.00003578,0.00003578,0.00003578,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096900000,0.00003578,0.00003578,0.00003578,0.00003578,0.00000000,0.00000000,0,0.00000000,0.00000000
1500096960000,0.00003578,0.00003578,0.00003578,0.00003578,0.00000000,0.00000000,0,0.00000000,0.00000000
1500097020000,0.00003578,0.00003578,0.00003578,0.00003578,0.00000000,0.00000000,0,0.00000000,0.00000000
1500097080000,0.00003578,0.00003578,0.00003578,0.00003578,0.00000000,0.00000000,0,0.00000000,0.00000000
1500097140000,0.00003578,0.00003578,0.00003578,0.00003578,0.00000000,0.00000000,0,0.00000000,0.00000000
1500097200000,0.00003578,0.00003578,0.00003578,0.00003578,0.00000000,0.00000000,0,0.00000000,0.00000000
1500097260000,0.00003578,0.00003578,0.00003578,0.00003578,0.00000000,0.00000000,0,0.00000000,0.00000000
